OmniMap_IDX,Resource,ResourceDiseaseID,ResourceDiseaseName,OmniDisease_ID,OmniDisease,MCode,DiseasePath,Receptors,ReceptorsStatus
1690,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1618,Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Borderline tumor,,
1691,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2435,Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Borderline tumor / Adenofibroma and cystadenofibroma,,
1692,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2435,Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Borderline tumor / Adenofibroma and cystadenofibroma,,
1693,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1631,Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Malignant,,
1694,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2425,Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma),,
1695,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2430,Ovary / Surface epithelial-stromal tumors / Clear cell tumors / Malignant / Adenocarcinoma,,
1696,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0690,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation,,
1697,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1611,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Benign,,
1698,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2436,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Benign / Adenofibroma and cystadenofibroma,,
1699,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2447,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Benign / Cystadenoma,,
1700,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1619,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Borderline tumor,,
1701,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2437,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Borderline tumor / Adenofibroma and cystadenofibroma,,
1702,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2452,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Borderline tumor / Cystic tumor,,
1703,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1632,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant,,
1704,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2426,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Adenocarcinofibroma (malignant adenofibroma),,
1705,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2433,"Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Adenocarcinoma, NOS",,
1706,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2441,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Adenosarcoma,,
1707,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2454,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Endometrioid stromal sarcoma (low grade),,
1708,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2471,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Malignant Mullerian mixed tumor (carcinosarcoma),,
1709,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2501,Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Undifferentiated ovarian sarcoma,,
1710,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0702,Ovary / Surface epithelial-stromal tumors / Mixed epithelial tumors (specify components),,
1711,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1612,Ovary / Surface epithelial-stromal tumors / Mixed epithelial tumors (specify components) / Benign,,
1712,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1616,Ovary / Surface epithelial-stromal tumors / Mixed epithelial tumors (specify components) / Borderline,,
1713,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1633,Ovary / Surface epithelial-stromal tumors / Mixed epithelial tumors (specify components) / Malignant,,
1714,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0705,Ovary / Surface epithelial-stromal tumors / Mucinous tumors,,
1715,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1613,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Benign,,
1716,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2438,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Benign / Adenofibroma and cystadenofibroma,,
1717,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2448,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Benign / Cystadenoma,,
1718,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1620,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Borderline tumor,,
1719,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2453,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Borderline tumor / Endocervical-like,,
1720,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2464,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Borderline tumor / Intestinal Type,,
1721,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1634,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Malignant,,
1722,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2427,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma),,
1723,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2431,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Malignant / Adenocarcinoma,,
1724,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1640,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Mucinous cystic tumor with mural nodules,,
1725,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1641,Ovary / Surface epithelial-stromal tumors / Mucinous tumors / Mucinous cystic tumor with pseudomyxoma peritonei,,
1726,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0714,Ovary / Surface epithelial-stromal tumors / Serous tumors,,
1727,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1614,Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign,,
1728,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2439,Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign / Adenofibroma and cystadenofibroma,,
1729,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2449,Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign / Cystadenoma,,
1730,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2479,Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign / Papillary cystadenoma,,
1731,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2495,Ovary / Surface epithelial-stromal tumors / Serous tumors / Benign / Surface papilloma,,
1732,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1621,Ovary / Surface epithelial-stromal tumors / Serous tumors / Borderline tumor,,
1733,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2440,"Ovary / Surface epithelial-stromal tumors / Serous tumors / Borderline tumor / Adenofibroma, cystadenofibroma",,
1734,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2480,Ovary / Surface epithelial-stromal tumors / Serous tumors / Borderline tumor / Papillary cystic tumor,,
1735,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2496,Ovary / Surface epithelial-stromal tumors / Serous tumors / Borderline tumor / Surface papilloma,,
1736,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1635,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant,,
1737,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2428,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma),,
1738,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2432,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Adenocarcinoma,,
1739,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2494,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Surface papillary adenocarcinoma,,
1740,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0720,Ovary / Surface epithelial-stromal tumors / Squamous cell tumors,,
1741,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1626,Ovary / Surface epithelial-stromal tumors / Squamous cell tumors / Epidermoid cyst,,
1742,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1654,Ovary / Surface epithelial-stromal tumors / Squamous cell tumors / Squamous cell carcinoma,,
1743,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0724,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors,,
1744,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1615,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Benign,,
1745,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2444,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Benign / Brenner tumor,,
1746,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2673,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Benign / Brenner tumor / Metaplastic variant,,
1747,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1617,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Borderline,,
1748,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2443,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Borderline / Borderline Brenner tumor,,
1749,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2674,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Borderline / Borderline Brenner tumor / Proliferating variant,,
1750,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1636,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Malignant,,
1751,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2469,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Malignant / Malignant Brenner tumor,,
1752,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-2499,Ovary / Surface epithelial-stromal tumors / Transitional cell tumors / Malignant / Transitional cell carcinoma (non-Brenner type),,
1753,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-0725,Ovary / Surface epithelial-stromal tumors / Undifferentiated and unclassified tumors,,
1754,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1609,"Ovary / Surface epithelial-stromal tumors / Undifferentiated and unclassified tumors / Adenocarcinoma, NOS",,
1755,JAX,2152,ovary epithelial cancer,OmniDx_0010,Ovarian Cancer,MD-1660,Ovary / Surface epithelial-stromal tumors / Undifferentiated and unclassified tumors / Undifferentiated carcinoma,,
1756,JAX,5744,ovary serous adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2428,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Adenocarcinofibroma (malignant adenofibroma),,
1757,JAX,5744,ovary serous adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2432,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Adenocarcinoma,,
1758,JAX,5744,ovary serous adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2440,"Ovary / Surface epithelial-stromal tumors / Serous tumors / Borderline tumor / Adenofibroma, cystadenofibroma",,
1759,JAX,5744,ovary serous adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2494,Ovary / Surface epithelial-stromal tumors / Serous tumors / Malignant / Surface papillary adenocarcinoma,,
1761,JAX,5742,pancreatic acinar cell adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2504,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Acinar cell carcinoma / Acinar cell cystadenocarcinoma,,
1762,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-1680,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma,,
1763,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2505,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Adenosquamous carcinoma,,
1764,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2509,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Mixed ductal-endocrine carcinoma,,
1765,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2510,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Mucinous noncystic carcinoma,,
1766,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2513,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Signet ring cell carcinoma,,
1767,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2514,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Undifferentiated (anaplastic) carcinoma,,
1768,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2515,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Undifferentiated carcinoma with osteoclast-like giant cells,,
1769,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-1685,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma,,
1770,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2506,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma / Invasive,,
1771,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-2512,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma / Non-invasive,,
1772,JAX,4074,pancreatic adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-1690,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Serous cystadenocarcinoma,,
1773,JAX,1793,pancreatic cancer,OmniDx_0066,Pancreatic Cancer,,,,
1774,JAX,4905,pancreatic carcinoma,OmniDx_0066,Pancreatic Cancer,,,,
1775,JAX,3498,pancreatic ductal adenocarcinoma,OmniDx_0066,Pancreatic Cancer,MD-1680,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma,,
1776,JAX,3587,pancreatic ductal carcinoma,OmniDx_0066,Pancreatic Cancer,MD-1680,Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma,,
1777,JAX,1798,pancreatic endocrine carcinoma,OmniDx_0066,Pancreatic Cancer,MD-0016,Pancreatic (Endocrine),,
1778,JAX,1798,pancreatic endocrine carcinoma,OmniDx_0066,Pancreatic Cancer,MD-0152,Pancreatic (Endocrine) / Mixed exocrine - endocrine carcinoma,,
1779,JAX,1798,pancreatic endocrine carcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-0155,Pancreatic (Endocrine) / Well-differentiated endocrine carcinoma,,
1780,JAX,1798,pancreatic endocrine carcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-0156,Pancreatic (Endocrine) / Well-differentiated endocrine tumor,,
1783,JAX,4465,papillary renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0537,Kidney / Renal Cell Tumor / Papillary adenoma,,
1784,JAX,4465,papillary renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0538,Kidney / Renal Cell Tumor / Papillary renal cell carcinoma,,
1785,JAX,4465,papillary renal cell carcinoma,OmniDx_0019,Bladder Cancer,MD-0525,Kidney / Urothelial tumor / Micropapillary,,
1786,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-0926,Thyroid / Thyroid carcinomas / Papillary carcinoma,,
1787,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-0927,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant",,
1788,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1906,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Columnar cell variant",,
1789,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1907,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Cribriform-morular variant",,
1790,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1908,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Diffuse follicular variant",,
1791,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1909,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Diffuse sclerosing variant",,
1792,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1910,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Encapsulated variant",,
1793,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1911,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Follicular variant",,
1794,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1913,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Macrofollicular variant",,
1795,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1914,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Microcarcinoma",,
1796,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1917,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Oncocytic|oxyphilic variant",,
1797,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1918,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Solid variant or radiation-induced pediatric variant",,
1798,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1919,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Tall cell variant",,
1799,JAX,3969,papillary thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-1920,"Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Warthin-like variant",,
1801,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-0291,Bladder / Neuroendocrine tumors / Paraganglioma,,
1802,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-0710,Ovary / Miscellaneous tumors / Paraganglioma,,
1803,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-0766,Prostate / Neuroendocrine tumors / Paraganglioma,,
1804,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-0898,Testicular / Miscellaneous tumor of the testis / Paraganglioma,,
1805,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-0928,Thyroid / Other thyroid tumors / Paraganglioma,,
1806,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-1037,Ureter / Neuroendocrine tumors / Paraganglioma 8680|1,,
1807,JAX,50773,paraganglioma,OmniDx_0063,Neuroendocrine Tumors,MD-1151,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Paraganglioma of the filum terminale,,
1808,JAX,50619,paranasal sinus cancer,,,MD-0086,Head & Neck / Nasal Cavity and Paranasal Sinuses,,
1809,JAX,50619,paranasal sinus cancer,,,MD-0480,Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors,,
1810,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-0472,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors,,
1811,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1281,Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / AdeNcarcinoma,,
1812,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1299,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Dermoid cyst,,
1813,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1334,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Immature teratoma,,
1814,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1348,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Mature teratoma,,
1815,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1393,Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Salivary gland-type carcinomas,,
1816,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1403,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / SiNnasal teratocarciNsarcoma,,
1817,JAX,50619,paranasal sinus cancer,OmniDx_0039,Head and Neck Cancer,MD-1413,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Teratoma with malignant transformation,,
1818,JAX,50619,paranasal sinus cancer,OmniDx_0063,Neuroendocrine Tumors,MD-1369,Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors,,
1819,JAX,50619,paranasal sinus cancer,OmniDx_0063,Neuroendocrine Tumors,MD-2263,Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Atypical carcinoid,,
1820,JAX,50619,paranasal sinus cancer,OmniDx_0063,Neuroendocrine Tumors,MD-2380,"Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Small cell carcinoma, neuroendocrine type",,
1821,JAX,50619,paranasal sinus cancer,OmniDx_0063,Neuroendocrine Tumors,MD-2388,Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Typical carcinoid,,
1822,JAX,1540,parathyroid carcinoma,OmniDx_0030,Endocrine Gland Cancer,MD-0210,Thyroid / Parathyroid tumors,,
1823,JAX,1540,parathyroid carcinoma,OmniDx_0030,Endocrine Gland Cancer,MD-0234,Endocrine / Parathyroid carcinoma,,
1824,JAX,1540,parathyroid carcinoma,OmniDx_0030,Endocrine Gland Cancer,MD-0929,Thyroid / Parathyroid tumors / Parathyroid adenoma,,
1825,JAX,1540,parathyroid carcinoma,OmniDx_0030,Endocrine Gland Cancer,MD-0930,Thyroid / Parathyroid tumors / Parathyroid carcinoma,,
1826,JAX,9036,parotid gland cancer,OmniDx_0002,Lung Cancer,MD-0597,Lung / Malignant Epithelial / Salivary Gland type carcinoma,,
1827,JAX,9036,parotid gland cancer,OmniDx_0002,Lung Cancer,MD-1460,Lung / Malignant Epithelial / Salivary Gland type carcinoma / Adenoid cystic carcinoma,,
1828,JAX,9036,parotid gland cancer,OmniDx_0002,Lung Cancer,MD-1471,Lung / Malignant Epithelial / Salivary Gland type carcinoma / Epithelial-myoepithelial carcinoma,,
1829,JAX,9036,parotid gland cancer,OmniDx_0002,Lung Cancer,MD-1484,Lung / Malignant Epithelial / Salivary Gland type carcinoma / Mucoepidermoid carcinoma,,
1830,JAX,9036,parotid gland cancer,OmniDx_0039,Head and Neck Cancer,MD-0019,Salivary Glands,,
1831,JAX,9036,parotid gland cancer,OmniDx_0039,Head and Neck Cancer,MD-0172,Salivary Glands / Malignant Epithelial Tumor,,
1832,JAX,9036,parotid gland cancer,OmniDx_0039,Head and Neck Cancer,MD-0490,Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors,,
1833,JAX,9036,parotid gland cancer,OmniDx_0039,Head and Neck Cancer,MD-0777,Salivary Glands / Malignant Epithelial Tumor / Acinic cell carcinoma,,
1834,JAX,9036,parotid gland cancer,OmniDx_0039,Head and Neck Cancer,MD-0779,Salivary Glands / Malignant Epithelial Tumor / Adenoid cystic carcinoma,,
1835,JAX,9036,parotid gland cancer,OmniDx_0039,Head and Neck Cancer,MD-2239,Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Adenoid cystic carcinoma,,
1836,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1095,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Anaplastic ependymoma,,
1837,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1116,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma,,
1838,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2146,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Cellular,,
1839,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2148,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Clear cell,,
1840,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2165,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Papillary,,
1841,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2171,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Tanycytic,,
1842,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1141,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Myxopapillary ependymoma,,
1843,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1161,Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Subependymoma,,
1844,JAX,5509,pediatric ependymoma,OmniDx_0032,Brain and Nervous System Cancer,MD-2455,Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts / Neuroectodermal tumor group / Ependymoma,,
1845,JAX,3520,pediatric fibrosarcoma,OmniDx_0068,Sarcoma,MD-1775,Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Infantile fibrosarcoma,,
